question,intent,lang
Quel numéro pour les questions bibliographiques?,library_contact,fr
Quel est le numéro de téléphone principal de la bibliothèque universitaire?,library_contact,fr
Comment contacter le responsable du prêt à la bibliothèque?,library_contact,fr
Y a-t-il un chat en ligne pour poser des questions à la bibliothèque?,library_contact,fr
Quel est l'email pour les questions sur les ressources électroniques?,library_contact,fr
Comment joindre le service des archives de la bibliothèque?,library_contact,fr
Qui contacter pour des problèmes de compte lecteur?,library_contact,fr
Existe-t-il un numéro WhatsApp pour la bibliothèque universitaire?,library_contact,fr
Comment signaler un livre perdu ou endommagé?,library_contact,fr
Quel est le contact pour les demandes d'achat de livres?,library_contact,fr
Comment contacter le service de référence de la bibliothèque?,library_contact,fr
What's the library helpdesk number?,library_contact,en
How do I call the university library?,library_contact,en
Where to find library contact information?,library_contact,en
What's the phone for library services?,library_contact,en
How to reach library staff?,library_contact,en
What's the contact for document services?,library_contact,en
How to contact library reception?,library_contact,en
Where can I find library coordinates?,library_contact,en
How to report library issues?,library_contact,en
What number for bibliographic questions?,library_contact,en
What's the main contact number for the university library?,library_contact,en
How to reach the library's interloan service?,library_contact,en
Is there a dedicated email for research assistance?,library_contact,en
Where to call for library account issues?,library_contact,en
How to contact the rare books department?,library_contact,en
What's the email for library access questions?,library_contact,en
How to report technical issues with digital resources?,library_contact,en
Who to contact about library workshops?,library_contact,en
What's the phone number for group study rooms?,library_contact,en
How to reach the library director's office?,library_contact,en
ما هو رقم مكتبة الجامعة؟,library_contact,ar
كيف يمكنني الاتصال بالمكتبة؟,library_contact,ar
ما هو الاتصال لخدمات الإعارة؟,library_contact,ar
هل يوجد دعم هاتفي في المكتبة؟,library_contact,ar
كيف أصل إلى أمناء المكتبة؟,library_contact,ar
ما هو اتصال الخدمة الوثائقية؟,library_contact,ar
كيف أتصل باستقبال المكتبة؟,library_contact,ar
أين يمكنني العثور على معلومات المكتبة؟,library_contact,ar
كيف أبلغ عن مشكلة في المكتبة؟,library_contact,ar
ما الرقم للأسئلة البيبليوغرافية؟,library_contact,ar
ما هو رقم الاتصال المباشر بقسم المراجع؟,library_contact,ar
كيف أتواصل مع قسم التزويد بالمكتبة؟,library_contact,ar
هل يوجد خط ساخن لاستفسارات المكتبة؟,library_contact,ar
ما هو البريد الإلكتروني لخدمة المستفيدين؟,library_contact,ar
كيف أتقدم بطلب تمديد استعارة؟,library_contact,ar
أين أجد معلومات الاتصال بفروع المكتبة؟,library_contact,ar
ما هي وسائل التواصل مع أمين المكتبة؟,library_contact,ar
كيف أبلغ عن مشكلة في المنصة الإلكترونية؟,library_contact,ar
هل يوجد رقم للشكاوى والمقترحات؟,library_contact,ar
ما هي قناة التواصل السريع مع المكتبة؟,library_contact,ar
Comment contacter le support technique en cas de problème réseau?,it_support_contact,fr
Quel est le numéro d'urgence pour les pannes informatiques?,it_support_contact,fr
Où se trouve le bureau d'assistance informatique?,it_support_contact,fr
Comment signaler un problème avec mon compte universitaire?,it_support_contact,fr
Quel est l'email pour les problèmes de connexion WiFi?,it_support_contact,fr
Comment obtenir de l'aide pour les logiciels académiques?,it_support_contact,fr
Y a-t-il un chat en direct avec le support informatique?,it_support_contact,fr
Qui contacter pour les problèmes de plateforme pédagogique?,it_support_contact,fr
Comment réinitialiser mon mot de passe universitaire?,it_support_contact,fr
Quel est le délai de réponse du support technique?,it_support_contact,fr
Quels sont les horaires d’ouverture du support informatique ?,it_support_contact,fr
Peut-on demander de l’aide à distance pour un problème technique ?,it_support_contact,fr
Comment prendre rendez-vous avec un technicien informatique ?,it_support_contact,fr
Le support technique peut-il réparer un ordinateur personnel ?,it_support_contact,fr
Y a-t-il un numéro WhatsApp pour joindre l’assistance ?,it_support_contact,fr
Où trouver la FAQ du support informatique ?,it_support_contact,fr
Comment signaler une panne sur la plateforme des cours ?,it_support_contact,fr
Qui est responsable du réseau internet à la FSO ?,it_support_contact,fr
Est-il possible de suivre l’avancement d’un ticket de support ?,it_support_contact,fr
Le support technique aide-t-il pour l’installation de logiciels ?,it_support_contact,fr
How to report a campus network outage?,it_support_contact,en
What's the contact for classroom tech support?,it_support_contact,en
Where to call for email account issues?,it_support_contact,en
How to reach IT support after hours?,it_support_contact,en
What's the procedure for software installation requests?,it_support_contact,en
How to contact the cybersecurity team?,it_support_contact,en
Where to report phishing emails?,it_support_contact,en
How to get help with online exam platforms?,it_support_contact,en
What's the contact for printer problems?,it_support_contact,en
How to request VPN access?,it_support_contact,en
What are the IT support office hours?,it_support_contact,en
Can I request remote help for a technical problem?,it_support_contact,en
How can I book an appointment with an IT technician?,it_support_contact,en
Does the IT support repair personal computers?,it_support_contact,en
Is there a WhatsApp number for contacting the help desk?,it_support_contact,en
Where can I find the IT support FAQ?,it_support_contact,en
How can I report an issue on the course platform?,it_support_contact,en
Who is responsible for the internet network at the FSO?,it_support_contact,en
Can I track the progress of my support ticket?,it_support_contact,en
Does the IT support help with software installation?,it_support_contact,en
كيف أبلغ عن عطل في النظام المعلوماتي؟,it_support_contact,ar
ما هو رقم الدعم الفني للطوارئ؟,it_support_contact,ar
أين يوجد مكتب خدمة تقنية المعلومات؟,it_support_contact,ar
كيف أصلح مشكلة في حسابي الجامعي؟,it_support_contact,ar
ما هو البريد الإلكتروني لدعم الشبكة؟,it_support_contact,ar
كيف أحصل على مساعدة بخصوص المنصات التعليمية؟,it_support_contact,ar
هل يوجد نظام تذاكر للدعم الفني؟,it_support_contact,ar
من المسؤول عن صيانة أجهزة الكمبيوتر؟,it_support_contact,ar
كيف أغير كلمة مرور البريد الجامعي؟,it_support_contact,ar
ما هي مدة استجابة الدعم الفني؟,it_support_contact,ar
ما هي أوقات عمل الدعم التقني؟,it_support_contact,ar
هل يمكن طلب المساعدة عن بُعد في حال وجود مشكلة تقنية؟,it_support_contact,ar
كيف يمكن حجز موعد مع فني المعلوماتية؟,it_support_contact,ar
هل يقوم الدعم التقني بإصلاح الحواسيب الشخصية؟,it_support_contact,ar
هل يوجد رقم واتساب للتواصل مع الدعم؟,it_support_contact,ar
أين أجد صفحة الأسئلة الشائعة الخاصة بالدعم؟,it_support_contact,ar
كيف أبلغ عن عطل في منصة الدروس؟,it_support_contact,ar
من المسؤول عن شبكة الإنترنت في الكلية؟,it_support_contact,ar
هل يمكن متابعة حالة طلب المساعدة؟,it_support_contact,ar
هل يقدم الدعم مساعدة في تثبيت البرامج؟,it_support_contact,ar
Comment prendre rendez-vous avec le directeur de la faculté?,director_contact,fr
Quel est le protocole pour contacter le directeur?,director_contact,fr
Où envoyer un courrier officiel au directeur?,director_contact,fr
Comment soumettre une requête au directeur?,director_contact,fr
Quel est le numéro de secrétariat du directeur?,director_contact,fr
Comment contacter l'assistant du directeur?,director_contact,fr
Y a-t-il des heures de réception publiques?,director_contact,fr
Quel est l'email professionnel du directeur?,director_contact,fr
Comment adresser une demande exceptionnelle?,director_contact,fr
Qui remplace le directeur en son absence?,director_contact,fr
Puis-je rencontrer le directeur sans rendez-vous ?,director_contact,fr
Comment savoir si le directeur est disponible ?,director_contact,fr
À qui dois-je m’adresser pour parler au directeur ?,director_contact,fr
Quel est le bureau du directeur de la faculté ?,director_contact,fr
Comment fixer un rendez-vous avec le directeur ?,director_contact,fr
Où puis-je trouver l’emploi du temps du directeur ?,director_contact,fr
Comment envoyer un message urgent au directeur ?,director_contact,fr
Le directeur reçoit-il les étudiants en fin de semaine ?,director_contact,fr
Qui contacter pour confirmer un rendez-vous avec le directeur ?,director_contact,fr
Le directeur a-t-il une permanence hebdomadaire ?,director_contact,fr
How to schedule a meeting with the faculty dean?,director_contact,en
What's the proper channel to contact the director?,director_contact,en
Where to send official correspondence for the dean?,director_contact,en
How to submit a formal request to the director?,director_contact,en
What's the director's office phone number?,director_contact,en
How to reach the director's executive assistant?,director_contact,en
Are there open office hours with the dean?,director_contact,en
What's the official email for the director?,director_contact,en
How to submit an urgent request to the dean?,director_contact,en
Who acts as director when they're unavailable?,director_contact,en
Can I meet the dean without an appointment?,director_contact,en
